image_url,sound_url,place_country_name,place_admin1_name,place_admin2_name,scientific_name
https://inaturalist-open-data.s3.amazonaws.com/photos/12766801/medium.jpeg,,France,Languedoc-Roussillon,Gard,Myotis capaccinii
https://inaturalist-open-data.s3.amazonaws.com/photos/12766807/medium.jpeg,,France,Languedoc-Roussillon,Gard,Myotis capaccinii
https://inaturalist-open-data.s3.amazonaws.com/photos/12767000/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Rhinolophus hipposideros
https://inaturalist-open-data.s3.amazonaws.com/photos/12767045/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Rhinolophus ferrumequinum
https://inaturalist-open-data.s3.amazonaws.com/photos/13239095/medium.jpeg,,France,Pays de la Loire,Maine-et-Loire,Barbastella barbastellus
https://inaturalist-open-data.s3.amazonaws.com/photos/13239233/medium.jpeg,,France,Pays de la Loire,Maine-et-Loire,Myotis emarginatus
https://inaturalist-open-data.s3.amazonaws.com/photos/13239414/medium.jpeg,,France,Pays de la Loire,Maine-et-Loire,Myotis myotis
https://inaturalist-open-data.s3.amazonaws.com/photos/13239456/medium.jpeg,,France,Pays de la Loire,Maine-et-Loire,Myotis emarginatus
https://inaturalist-open-data.s3.amazonaws.com/photos/13275698/medium.jpeg,,France,Pays de la Loire,Maine-et-Loire,Myotis daubentonii
https://inaturalist-open-data.s3.amazonaws.com/photos/13312219/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Plecotus austriacus
https://inaturalist-open-data.s3.amazonaws.com/photos/14814489/medium.jpg,,France,Corse,Corse-du-Sud,Rhinolophus hipposideros
https://inaturalist-open-data.s3.amazonaws.com/photos/14816340/medium.jpg,,France,Corse,Haute-Corse,Rhinolophus hipposideros
https://inaturalist-open-data.s3.amazonaws.com/photos/14816390/medium.jpg,,France,Corse,Haute-Corse,Myotis capaccinii
https://inaturalist-open-data.s3.amazonaws.com/photos/14816427/medium.jpg,,France,Corse,Haute-Corse,Miniopterus schreibersii
https://inaturalist-open-data.s3.amazonaws.com/photos/14816450/medium.jpg,,France,Corse,Haute-Corse,Miniopterus schreibersii
https://inaturalist-open-data.s3.amazonaws.com/photos/14816526/medium.jpg,,France,Corse,Haute-Corse,Miniopterus schreibersii
https://inaturalist-open-data.s3.amazonaws.com/photos/15410094/medium.jpeg,,France,Languedoc-Roussillon,Gard,Rhinolophus hipposideros
https://static.inaturalist.org/photos/16229185/medium.jpg,,France,Rhône-Alpes,Isère,Nyctalus leisleri
https://static.inaturalist.org/photos/17512186/medium.jpg,,France,Rhône-Alpes,Rhône,Vespertilio murinus
https://static.inaturalist.org/photos/21435284/medium.jpeg,,France,Languedoc-Roussillon,Gard,Myotis emarginatus
https://static.inaturalist.org/photos/22524588/medium.jpg,,France,Bourgogne,Saône-et-Loire,Rhinolophus hipposideros
https://inaturalist-open-data.s3.amazonaws.com/photos/22671108/medium.jpeg,,France,Aquitaine,Gironde,Myotis emarginatus
https://static.inaturalist.org/photos/23106836/medium.jpg,,France,Aquitaine,Pyrénées-Atlantiques,Eptesicus serotinus
https://inaturalist-open-data.s3.amazonaws.com/photos/23186571/medium.jpg,,France,Languedoc-Roussillon,Pyrénées-Orientales,Pipistrellus pipistrellus
https://inaturalist-open-data.s3.amazonaws.com/photos/23186616/medium.jpg,,France,Languedoc-Roussillon,Pyrénées-Orientales,Pipistrellus kuhlii
https://inaturalist-open-data.s3.amazonaws.com/photos/23187065/medium.jpg,,France,Languedoc-Roussillon,Pyrénées-Orientales,Myotis mystacinus
https://inaturalist-open-data.s3.amazonaws.com/photos/24143331/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis capaccinii
https://inaturalist-open-data.s3.amazonaws.com/photos/24143710/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Rhinolophus euryale
https://inaturalist-open-data.s3.amazonaws.com/photos/24143870/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Barbastella barbastellus
https://inaturalist-open-data.s3.amazonaws.com/photos/24143960/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Plecotus austriacus
https://inaturalist-open-data.s3.amazonaws.com/photos/24144240/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis emarginatus
https://inaturalist-open-data.s3.amazonaws.com/photos/24144414/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis emarginatus
https://inaturalist-open-data.s3.amazonaws.com/photos/24144302/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Rhinolophus euryale
https://inaturalist-open-data.s3.amazonaws.com/photos/24144513/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis daubentonii
https://inaturalist-open-data.s3.amazonaws.com/photos/24144524/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis daubentonii
https://inaturalist-open-data.s3.amazonaws.com/photos/24144573/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis daubentonii
https://inaturalist-open-data.s3.amazonaws.com/photos/24144547/medium.jpeg,,France,Languedoc-Roussillon,Hérault,Myotis emarginatus
https://static.inaturalist.org/photos/24580426/medium.jpg,,France,Auvergne,Cantal,Rhinolophus hipposideros
https://static.inaturalist.org/photos/25266932/medium.jpg,,France,Provence-Alpes-Côte d'Azur,Alpes-Maritimes,Pipistrellus pipistrellus
https://inaturalist-open-data.s3.amazonaws.com/photos/25809414/medium.jpeg,,France,Languedoc-Roussillon,Lozère,Myotis myotis
https://inaturalist-open-data.s3.amazonaws.com/photos/26219459/medium.jpg,,France,Limousin,Creuse,Myotis bechsteinii
https://inaturalist-open-data.s3.amazonaws.com/photos/26735962/medium.jpeg,,France,Champagne-Ardenne,Ardennes,Nyctalus leisleri
https://static.inaturalist.org/photos/29627267/medium.jpg,,France,Centre,Cher,Myotis emarginatus
